date,Actuator Z Position,Motor Z Current,Motor Y Temperature,Motor Z Temperature,Nut Y Temperature,Ambient Temperature,Motor Y Voltage
2010-09-03 15:55:56.550,41.522134,0.352082,25.385755,25.464639,25.858863,24.471002,3.451292
2010-09-03 15:55:56.600,41.387268,0.332052,25.701213,25.306858,26.016462,24.471002,2.564324
2010-09-03 15:55:56.650,41.167225,-0.055497,25.461428,25.224736,26.013254,24.471002,2.044796
2010-09-03 15:55:56.700,41.273698,0.436559,25.858863,25.464639,26.252761,24.46778,2.722652
2010-09-03 15:55:56.750,41.259501,0.329439,26.098448,24.28322,27.278575,24.46778,1.230512
2010-09-03 15:55:56.800,41.376621,0.33989,26.328297,24.829985,26.564442,24.46778,2.641711
2010-09-03 15:55:56.850,41.323385,0.325085,25.934461,24.908961,25.855655,24.471002,2.717487
2010-09-03 15:55:56.900,42.192912,0.387789,25.53709,24.273563,25.773627,24.471002,3.290387
2010-09-03 15:55:56.950,42.906278,0.310279,26.249556,24.908961,26.170802,24.471002,4.603739
2010-09-03 15:55:57.000,44.081026,0.375596,25.46785,25.388967,26.649537,24.471002,-0.852773
2010-09-03 15:55:57.050,45.340951,0.325955,25.622368,24.991139,25.306858,24.471002,4.032854
2010-09-03 15:55:57.100,46.700249,0.406949,26.177214,25.31007,25.940877,24.471002,3.820801
2010-09-03 15:55:57.150,47.693992,0.285023,25.224736,24.987925,26.170802,24.461337,4.138204
2010-09-03 15:55:57.200,48.815501,0.389531,25.139386,24.586544,26.400616,24.464558,4.578523
2010-09-03 15:55:57.250,49.848282,0.182258,24.513948,24.987925,25.698004,24.461337,-0.814977
2010-09-03 15:55:57.300,51.026575,0.38866,25.231161,24.757427,26.728212,24.46778,4.76886
2010-09-03 15:55:57.350,51.959982,0.421754,24.741348,25.215098,26.082414,24.46778,0.612426
2010-09-03 15:55:57.400,52.723032,0.292861,25.773627,24.194481,25.773627,24.464558,3.813012
2010-09-03 15:55:57.450,53.138274,0.372984,25.931254,25.063661,26.325092,24.46778,3.869443
2010-09-03 15:55:57.500,53.826794,0.227544,25.707632,24.602628,25.707632,24.46778,3.378864
2010-09-03 15:55:57.550,53.858735,0.378209,25.615948,24.74778,26.40382,24.46778,4.295136
2010-09-03 15:55:57.600,53.883579,0.423496,26.48574,24.671993,26.170802,24.464558,0.527974
2010-09-03 15:55:57.650,53.851637,0.444397,25.619158,25.619158,26.092034,24.464558,4.010029
2010-09-03 15:55:57.700,53.787754,0.357308,24.757427,25.073302,25.31007,24.471002,3.719453
2010-09-03 15:55:57.750,53.766459,0.460073,25.54351,25.937669,25.780045,24.46778,4.06272
2010-09-03 15:55:57.800,53.351218,0.224061,25.612739,25.928046,25.849239,24.471002,3.573273
2010-09-03 15:55:57.850,53.166666,-0.536231,29.623776,24.671993,28.2142,24.471002,1.964491
2010-09-03 15:55:57.900,52.666247,-0.611999,25.54351,25.306858,25.858863,24.471002,4.679067
2010-09-03 15:55:57.950,51.942236,-1.112763,26.249556,24.592977,25.619158,24.46778,2.644623
2010-09-03 15:55:58.000,51.487955,-0.254932,25.783253,23.650205,26.334707,24.471002,1.34806
2010-09-03 15:55:58.050,50.788787,0.429592,26.177214,25.073302,26.098448,24.471002,4.806895
2010-09-03 15:55:58.100,49.571454,1.183789,25.780045,24.675209,26.174008,24.46778,1.389363
2010-09-03 15:55:58.150,47.967271,0.419141,25.227948,25.780045,25.070088,24.464558,4.030859
2010-09-03 15:55:58.200,46.395028,0.412174,25.461428,24.197701,25.698004,24.46778,0.176379
2010-09-03 15:55:58.250,44.695018,0.442655,25.070088,24.517166,26.646334,24.474223,0.777629
2010-09-03 15:55:58.300,43.924866,-0.517071,25.385755,25.464639,26.488944,24.46778,4.283623
2010-09-03 15:55:58.350,43.44574,-0.214,25.619158,24.434906,25.698004,24.46778,1.968914
2010-09-03 15:55:58.400,43.048242,0.29199,25.698004,24.829985,26.013254,24.461337,4.023935
2010-09-03 15:55:58.450,42.352621,0.745727,25.855655,24.197701,25.698004,24.471002,-0.253178
2010-09-03 15:55:58.500,41.979966,0.367758,25.303646,25.382544,25.855655,24.46778,3.518403
2010-09-03 15:55:58.550,41.358876,0.29112,25.612739,25.770418,26.636725,24.474223,3.529613
2010-09-03 15:55:58.600,40.535487,0.551518,25.780045,25.622368,25.858863,24.46778,3.205987
2010-09-03 15:55:58.650,40.421916,0.446139,26.174008,25.227948,26.095241,24.477445,3.899318
2010-09-03 15:55:58.700,40.436112,-0.014565,25.54351,23.884463,25.464639,24.461337,2.462508
2010-09-03 15:55:58.750,40.393523,0.348599,25.615948,24.74778,26.718605,24.464558,3.397969
2010-09-03 15:55:58.800,40.698745,0.305054,26.334707,25.940877,25.862072,24.464558,-1.186488
2010-09-03 15:55:58.850,40.954279,0.440914,25.694794,25.063661,26.167595,24.46778,3.34549
2010-09-03 15:55:58.900,41.603763,0.368629,25.54351,25.54351,26.016462,24.471002,2.543488
2010-09-03 15:55:58.950,42.320679,0.361662,25.619158,25.619158,26.48574,24.458115,-2.260704
2010-09-03 15:55:59.000,43.44219,0.374726,25.46785,24.599411,26.492148,24.46778,3.985011
2010-09-03 15:55:59.050,44.687919,0.285023,25.461428,25.776836,26.249556,24.464558,-1.834601
2010-09-03 15:55:59.100,45.507758,0.345115,26.019669,24.915391,26.019669,24.46778,3.85872
2010-09-03 15:55:59.150,46.757035,0.256284,25.862072,24.836415,26.255967,24.474223,3.332592
2010-09-03 15:55:59.200,47.786268,0.288507,25.701213,25.070088,27.039582,24.471002,3.550096
2010-09-03 15:55:59.250,48.78001,0.353824,26.570849,25.31007,26.728212,24.471002,3.60082
2010-09-03 15:55:59.300,49.915715,0.036818,24.984711,25.931254,27.033182,24.46778,-1.510724
2010-09-03 15:55:59.350,50.767493,0.348599,25.773627,25.615948,24.905747,24.474223,3.946784
2010-09-03 15:55:59.400,51.530544,0.308537,26.643131,24.276782,25.461428,24.46778,0.76606
2010-09-03 15:55:59.450,52.279398,0.3695,25.619158,25.5403,26.249556,24.464558,3.181279
2010-09-03 15:55:59.500,52.229711,0.328568,26.016462,25.227948,26.646334,24.471002,3.441145
2010-09-03 15:55:59.550,52.187123,0.085588,25.694794,25.221523,25.300434,24.46778,2.602609
2010-09-03 15:55:59.600,52.101945,0.404336,25.313282,24.681642,25.86528,24.46778,3.35334
2010-09-03 15:55:59.650,52.105494,0.364275,25.934461,24.750996,25.698004,24.46778,-0.654431
2010-09-03 15:55:59.700,52.116141,0.264122,25.934461,25.303646,26.013254,24.46778,3.513081
2010-09-03 15:55:59.750,51.917393,0.413916,24.829985,24.987925,25.855655,24.458115,3.502689
2010-09-03 15:55:59.800,51.495053,-0.283672,25.773627,25.300434,26.482536,24.46778,3.35663
2010-09-03 15:55:59.850,50.991085,-0.713023,25.862072,25.388967,26.885523,24.471002,4.521081
2010-09-03 15:55:59.900,50.494214,-1.023932,25.142599,24.194481,26.167595,24.464558,-0.099229
2010-09-03 15:55:59.950,49.844733,-0.754826,25.224736,26.48574,25.776836,24.471002,3.627221
2010-09-03 15:56:00.000,49.415295,0.022013,26.088828,25.773627,26.40382,24.471002,3.969459
2010-09-03 15:56:00.050,48.638047,0.463557,25.937669,25.227948,25.701213,24.464558,0.724262
2010-09-03 15:56:00.100,47.349731,0.394756,25.694794,25.615948,26.954557,24.46778,3.568132
2010-09-03 15:56:00.150,45.777488,1.619237,28.063711,25.31007,24.599411,24.464558,0.171047
2010-09-03 15:56:00.200,44.25848,0.334664,25.063661,25.615948,25.931254,24.46778,3.479452
2010-09-03 15:56:00.250,43.158264,-0.513588,25.234373,24.365506,26.416638,24.46778,0.776079
2010-09-03 15:56:00.300,42.760766,-0.074657,25.622368,24.991139,25.464639,24.477445,3.618756
2010-09-03 15:56:00.350,42.224854,0.066428,25.388967,26.019669,26.255967,24.471002,3.77877
2010-09-03 15:56:00.400,42.061595,-0.042434,25.698004,24.908961,27.35075,24.46778,-0.019216
2010-09-03 15:56:00.450,41.827356,0.151776,25.934461,25.619158,25.619158,24.46778,3.650362
2010-09-03 15:56:00.500,41.422759,0.313763,25.858863,24.8332,26.016462,24.46778,-0.240275
2010-09-03 15:56:00.550,41.085596,0.205772,25.145812,25.5403,26.407025,24.471002,3.478464
2010-09-03 15:56:00.600,41.050105,0.376467,25.145812,25.224736,24.829985,24.471002,3.205644
2010-09-03 15:56:00.650,40.968476,0.392144,25.39539,26.262378,25.474272,24.471002,2.904035
2010-09-03 15:56:00.700,40.936534,0.413916,24.668777,25.458218,25.53709,24.46778,3.077134
2010-09-03 15:56:00.750,40.787472,0.836301,25.937669,24.912176,25.622368,24.471002,2.32722
2010-09-03 15:56:00.800,40.943632,0.315505,25.385755,25.070088,26.410229,24.464558,3.194374
2010-09-03 15:56:00.850,40.972025,0.478362,26.013254,25.066875,25.5403,24.471002,-1.112734
2010-09-03 15:56:00.900,41.515036,0.371242,25.852447,24.194481,26.24635,24.471002,3.279175
2010-09-03 15:56:00.950,42.341973,0.44701,25.931254,24.984711,25.615948,24.461337,2.781753
2010-09-03 15:56:01.000,43.459936,0.328568,25.944084,25.234373,26.495352,24.46778,-0.068584
2010-09-03 15:56:01.050,44.421738,0.239737,25.54351,24.754211,27.668108,24.471002,3.220139
2010-09-03 15:56:01.100,45.560994,0.351211,26.170802,25.461428,27.272178,24.464558,-2.009809
2010-09-03 15:56:01.150,46.6967,0.239737,26.410229,24.912176,25.858863,24.471002,3.33231
2010-09-03 15:56:01.200,47.786268,0.361662,25.776836,25.776836,25.934461,24.46778,2.372983
2010-09-03 15:56:01.250,48.900679,0.338148,25.786462,24.997567,26.574052,24.471002,2.991046
2010-09-03 15:56:01.300,50.064776,0.345115,25.54351,24.438124,26.488944,24.471002,3.111322
2010-09-03 15:56:01.350,50.955594,-0.482236,29.389133,25.855655,26.407025,24.471002,-2.001078
2010-09-03 15:56:01.400,51.693801,0.287636,25.937669,25.622368,25.858863,24.464558,2.916039
2010-09-03 15:56:01.450,52.112592,0.33031,24.750996,24.829985,25.5403,24.471002,0.89743
2010-09-03 15:56:01.500,52.084199,0.366017,25.698004,25.145812,26.092034,24.471002,2.738672
2010-09-03 15:56:01.550,52.211966,0.32073,25.464639,24.8332,26.331502,24.464558,2.412451
2010-09-03 15:56:01.600,52.293595,0.371242,25.701213,25.149025,26.016462,24.474223,1.787019
2010-09-03 15:56:01.650,52.371674,0.340761,25.385755,25.937669,25.858863,24.46778,3.031117
2010-09-03 15:56:01.700,51.995473,0.036818,25.937669,23.884463,26.331502,24.471002,-0.893349
2010-09-03 15:56:01.750,51.945786,0.04814,25.780045,25.070088,25.937669,24.46778,3.273812
2010-09-03 15:56:01.800,51.672507,0.338148,25.379332,25.300434,26.088828,24.464558,2.867941
2010-09-03 15:56:01.850,51.409875,-0.579776,25.313282,25.155451,25.86528,24.46778,3.567511
2010-09-03 15:56:01.900,50.54745,0.374726,25.698004,25.461428,26.170802,24.464558,4.062305
2010-09-03 15:56:01.950,49.248488,1.357097,25.303646,23.643758,25.855655,24.461337,0.891944
2010-09-03 15:56:02.000,47.967271,0.251058,25.392178,26.337912,25.549931,24.46778,4.334711
2010-09-03 15:56:02.050,46.643464,0.290249,26.016462,25.306858,26.016462,24.464558,5.107437
2010-09-03 15:56:02.100,45.273518,0.383435,25.698004,25.303646,27.114994,24.464558,0.980856
2010-09-03 15:56:02.150,43.896474,0.326826,25.776836,25.461428,26.328297,24.461337,4.148692
2010-09-03 15:56:02.200,42.491035,0.490555,25.849239,24.42847,27.108594,24.464558,0.061263
2010-09-03 15:56:02.250,41.085596,0.35992,25.783253,24.915391,25.388967,24.46778,3.527581
2010-09-03 15:56:02.300,40.070556,0.307667,25.546721,24.678425,26.885523,24.474223,1.312246
2010-09-03 15:56:02.350,38.895806,0.424367,25.937669,25.227948,25.54351,24.471002,4.572623
2010-09-03 15:56:02.400,37.763645,0.397369,25.54351,24.517166,26.174008,24.46778,4.453156
2010-09-03 15:56:02.450,36.911861,0.295474,26.174008,25.54351,25.858863,24.471002,3.842683
2010-09-03 15:56:02.500,36.635032,0.226673,25.934461,25.5403,26.328297,24.471002,4.412878
2010-09-03 15:56:02.550,36.308515,0.412174,25.455007,24.981496,26.400616,24.471002,3.220497
2010-09-03 15:56:02.600,36.20914,0.366888,25.388967,25.783253,25.46785,24.464558,3.965508
2010-09-03 15:56:02.650,36.496617,0.332052,25.546721,25.152238,26.098448,24.471002,3.935282
2010-09-03 15:56:02.700,36.464675,0.238866,25.53709,25.063661,26.088828,24.471002,3.712683
2010-09-03 15:56:02.750,36.631483,0.28154,25.934461,25.619158,25.382544,24.461337,3.789377
2010-09-03 15:56:02.800,37.117709,0.353824,25.306858,23.884463,26.72501,24.464558,1.962217
2010-09-03 15:56:02.850,37.607484,0.348599,26.325092,25.379332,26.797268,24.471002,3.619704
2010-09-03 15:56:02.900,38.281813,0.318988,25.385755,25.54351,26.488944,24.474223,-0.43686
2010-09-03 15:56:02.950,39.559486,0.271089,24.991139,25.070088,26.72501,24.464558,4.881797
2010-09-03 15:56:03.000,40.922338,0.38866,26.331502,24.754211,27.039582,24.46778,3.666733
2010-09-03 15:56:03.050,42.39521,0.20403,24.276782,25.698004,26.643131,24.46778,-1.430241
2010-09-03 15:56:03.100,43.701274,0.37908,26.019669,24.362288,26.806874,24.464558,3.795926
2010-09-03 15:56:03.150,45.170595,0.327697,26.016462,25.780045,27.275376,24.46778,-1.531367
2010-09-03 15:56:03.200,46.519246,0.272831,25.780045,25.149025,27.196791,24.464558,3.61974
2010-09-03 15:56:03.250,47.651403,0.453106,26.875919,24.58976,26.167595,24.471002,2.910165
2010-09-03 15:56:03.300,48.875835,0.290249,25.862072,24.757427,26.019669,24.474223,3.281738
2010-09-03 15:56:03.350,49.748908,0.312892,25.855655,24.829985,25.619158,24.471002,3.823617
2010-09-03 15:56:03.400,50.437429,-0.143457,29.705147,26.016462,26.567645,24.474223,0.450144
2010-09-03 15:56:03.450,50.987536,0.294603,25.455007,24.744564,25.849239,24.471002,3.696721
2010-09-03 15:56:03.500,51.448915,0.286765,25.625578,24.757427,26.098448,24.474223,3.264099
2010-09-03 15:56:03.550,51.555387,0.365146,25.622368,25.149025,26.803672,24.46778,3.503332
2010-09-03 15:56:03.600,51.899648,0.285894,26.643131,24.355851,26.564442,24.46778,3.597952
2010-09-03 15:56:03.650,51.85351,0.08733,25.388967,25.073302,26.177214,24.471002,2.512159
2010-09-03 15:56:03.700,51.842862,0.341632,25.783253,25.31007,25.625578,24.471002,3.381611
2010-09-03 15:56:03.750,51.739939,0.234511,25.940877,24.836415,26.885523,24.471002,-0.324703
2010-09-03 15:56:03.800,51.530544,0.17529,25.622368,25.306858,27.511054,24.461337,3.646525
2010-09-03 15:56:03.850,51.221774,-0.157392,24.836415,25.704422,25.31007,24.46778,4.105898
2010-09-03 15:56:03.900,50.781689,-0.837561,25.303646,24.829985,26.643131,24.477445,1.133424
2010-09-03 15:56:03.950,50.302564,-0.72957,25.783253,25.625578,26.334707,24.46778,5.791114
2010-09-03 15:56:04.000,49.507571,1.043574,24.8332,20.469075,26.882322,24.46778,0.525933
2010-09-03 15:56:04.050,47.821759,0.318988,25.149025,25.306858,25.701213,24.474223,4.466869
2010-09-03 15:56:04.100,45.986884,0.287636,25.862072,24.994353,26.570849,24.471002,4.403098
2010-09-03 15:56:04.150,44.222989,0.332923,25.701213,24.754211,26.095241,24.464558,2.122784
2010-09-03 15:56:04.200,42.554919,0.317246,25.619158,25.619158,26.328297,24.46778,5.905708
2010-09-03 15:56:04.250,41.962221,-0.585001,25.619158,24.513948,26.957758,24.464558,0.567923
2010-09-03 15:56:04.300,41.49729,-0.149554,26.410229,25.780045,26.72501,24.471002,5.124242
2010-09-03 15:56:04.350,41.270149,0.205772,26.098448,24.599411,26.334707,24.46778,1.704686
2010-09-03 15:56:04.400,41.103341,-0.107751,25.066875,25.224736,26.249556,24.464558,3.885391
2010-09-03 15:56:04.450,40.666803,0.17529,25.46785,25.625578,26.728212,24.464558,5.99847
2010-09-03 15:56:04.500,40.673901,0.422625,26.24635,25.852447,25.931254,24.471002,3.287413
2010-09-03 15:56:04.550,40.439661,0.368629,24.668777,25.379332,26.24635,24.464558,4.15534
2010-09-03 15:56:04.600,40.361581,0.391273,25.54351,24.991139,27.353948,24.46778,3.072123
2010-09-03 15:56:04.650,40.120243,0.373855,26.092034,25.934461,26.328297,24.46778,4.626455
2010-09-03 15:56:04.700,40.350934,0.366017,25.862072,24.757427,24.994353,24.464558,5.057528
2010-09-03 15:56:04.750,40.269305,0.366888,25.149025,24.8332,26.174008,24.471002,4.719459
2010-09-03 15:56:04.800,40.347385,0.345115,26.328297,24.750996,26.249556,24.46778,4.613793
2010-09-03 15:56:04.850,40.283501,0.016787,25.622368,24.121826,26.016462,24.464558,2.947228
2010-09-03 15:56:04.900,41.035909,0.420883,25.231161,25.31007,26.492148,24.471002,5.247934
2010-09-03 15:56:04.950,41.859297,0.348599,25.149025,25.306858,26.331502,24.471002,1.26414
2010-09-03 15:56:05.000,42.856591,0.268476,25.937669,24.8332,27.118193,24.471002,4.748234
2010-09-03 15:56:05.050,43.914219,0.265864,25.704422,25.546721,26.492148,24.46778,4.849388
2010-09-03 15:56:05.100,45.025082,-0.049401,24.912176,24.991139,26.410229,24.464558,-0.468024
2010-09-03 15:56:05.150,46.164338,0.352082,25.625578,24.994353,26.334707,24.46778,4.881256
2010-09-03 15:56:05.200,47.449105,0.352082,25.54351,26.567645,25.858863,24.474223,-0.867286
2010-09-03 15:56:05.250,48.599007,0.278056,25.937669,25.227948,26.331502,24.46778,4.819981
2010-09-03 15:56:05.300,49.766654,0.247575,25.615948,24.905747,27.583194,24.46778,3.934072
2010-09-03 15:56:05.350,50.646824,0.440914,25.382544,24.908961,26.013254,24.46778,4.783051
2010-09-03 15:56:05.400,51.54474,0.314634,26.249556,25.382544,27.036382,24.464558,4.848383
2010-09-03 15:56:05.450,52.009669,-0.154779,29.545574,24.829985,25.619158,24.471002,3.923078
2010-09-03 15:56:05.500,52.183573,0.366017,25.858863,25.54351,26.567645,24.464558,4.69405
2010-09-03 15:56:05.550,52.133886,0.342502,26.016462,24.438124,25.54351,24.471002,5.117576
2010-09-03 15:56:05.600,52.126788,0.294603,25.862072,25.625578,26.019669,24.471002,4.648677
2010-09-03 15:56:05.650,52.109043,0.336406,25.704422,25.073302,26.649537,24.471002,4.755784
2010-09-03 15:56:05.700,52.11969,-0.160004,25.461428,24.987925,26.249556,24.464558,3.622571
2010-09-03 15:56:05.750,51.959982,0.263251,25.142599,25.300434,25.931254,24.477445,4.52592
2010-09-03 15:56:05.800,51.715096,0.307667,25.937669,24.596194,25.385755,24.474223,0.338308
2010-09-03 15:56:05.850,51.413424,-0.521426,25.855655,25.066875,25.461428,24.464558,4.536688
2010-09-03 15:56:05.900,50.7391,-0.587614,25.474272,25.237586,27.206389,24.471002,4.765704
2010-09-03 15:56:05.950,50.412585,-1.32352,26.174008,24.754211,26.488944,24.464558,0.627609
2010-09-03 15:56:06.000,49.802144,-1.246881,25.780045,25.227948,26.095241,24.464558,5.001929
2010-09-03 15:56:06.050,49.220096,-0.748729,25.858863,24.596194,27.275376,24.471002,0.965337
2010-09-03 15:56:06.100,48.616752,0.348599,26.092034,26.48574,25.619158,24.46778,4.100383
2010-09-03 15:56:06.150,47.39232,0.341632,25.707632,25.313282,26.101654,24.46778,4.479189
2010-09-03 15:56:06.200,45.603583,0.395627,25.076515,25.076515,26.731414,24.46778,0.720345
2010-09-03 15:56:06.250,43.633841,0.288507,25.234373,25.86528,27.20319,24.480667,4.528343
2010-09-03 15:56:06.300,41.841552,0.393014,26.170802,24.355851,26.643131,24.464558,1.022339
2010-09-03 15:56:06.350,39.992476,0.299829,25.54351,26.410229,26.252761,24.46778,4.840658
2010-09-03 15:56:06.400,38.913551,-2.018492,25.306858,23.805316,26.646334,24.461337,1.035632
2010-09-03 15:56:06.450,38.459267,0.152647,25.385755,24.8332,25.937669,24.461337,3.893275
2010-09-03 15:56:06.500,38.310205,0.3695,26.174008,25.070088,26.331502,24.474223,3.386715
2010-09-03 15:56:06.550,38.356344,0.367758,26.174008,25.227948,26.410229,24.464558,2.72541
2010-09-03 15:56:06.600,38.154045,0.313763,26.803672,25.780045,26.488944,24.474223,3.299811
2010-09-03 15:56:06.650,38.232125,0.310279,25.619158,25.145812,26.170802,24.461337,2.939238
2010-09-03 15:56:06.700,38.388285,0.379951,26.170802,25.619158,27.036382,24.464558,4.088413
2010-09-03 15:56:06.750,38.384736,0.381693,25.619158,26.092034,25.5403,24.46778,3.653531
2010-09-03 15:56:06.800,38.225027,0.345986,25.073302,24.441342,25.546721,24.461337,3.692876
2010-09-03 15:56:06.850,38.239223,0.368629,25.464639,24.912176,26.488944,24.464558,4.012599
2010-09-03 15:56:06.900,38.668664,-0.081624,24.273563,26.010047,26.088828,24.46778,-0.023362
2010-09-03 15:56:06.950,39.300403,0.385176,25.862072,24.678425,26.334707,24.46778,4.667798
2010-09-03 15:56:07.000,40.705843,0.380822,25.303646,25.5403,26.643131,24.471002,1.707603
2010-09-03 15:56:07.050,42.192912,0.298087,25.934461,24.987925,25.934461,24.46778,4.112647
2010-09-03 15:56:07.100,43.697725,0.355566,25.780045,24.675209,26.252761,24.471002,3.407745
2010-09-03 15:56:07.150,45.195438,0.171807,24.5236,24.918605,26.810076,24.464558,-0.985125
2010-09-03 15:56:07.200,46.746387,0.367758,25.385755,24.991139,26.567645,24.46778,4.18228
2010-09-03 15:56:07.250,48.119881,0.371242,25.615948,25.53709,25.852447,24.471002,-1.033392
2010-09-03 15:56:07.300,49.667279,0.318988,25.780045,25.149025,26.646334,24.46778,4.225279
2010-09-03 15:56:07.350,50.62553,0.459203,25.142599,25.142599,26.482536,24.471002,4.15093
2010-09-03 15:56:07.400,51.243069,0.325955,26.170802,24.671993,26.170802,24.461337,4.292371
2010-09-03 15:56:07.450,51.637016,0.305925,25.546721,24.757427,26.885523,24.471002,4.630194
2010-09-03 15:56:07.500,51.842862,-0.203549,26.164389,25.770418,27.422915,24.471002,3.557559
2010-09-03 15:56:07.550,51.842862,0.289378,24.994353,25.231161,25.546721,24.474223,4.68308
2010-09-03 15:56:07.600,51.768332,0.304183,25.303646,24.829985,24.987925,24.46778,4.78677
2010-09-03 15:56:07.650,51.771881,0.340761,25.464639,25.227948,26.410229,24.474223,4.261037
2010-09-03 15:56:07.700,51.718645,0.2528,25.698004,24.987925,26.328297,24.471002,4.694274
2010-09-03 15:56:07.750,51.356639,0.157872,25.31007,24.994353,24.678425,24.46778,3.295178
2010-09-03 15:56:07.800,51.235971,0.268476,25.231161,25.152238,25.783253,24.464558,4.338129
2010-09-03 15:56:07.850,51.033674,0.073396,25.628788,24.602628,25.707632,24.471002,2.919578
2010-09-03 15:56:07.900,50.707159,-0.057239,25.694794,25.142599,26.40382,24.464558,8.169389
2010-09-03 15:56:07.950,50.366447,-0.222709,25.858863,26.410229,26.882322,24.46778,4.042738
2010-09-03 15:56:08.000,49.841184,-0.949906,25.379332,24.905747,26.088828,24.464558,1.122185
2010-09-03 15:56:08.050,49.142016,0.451364,24.8332,24.991139,26.331502,24.464558,4.249497
2010-09-03 15:56:08.100,48.27959,0.47575,26.328297,24.197701,26.643131,24.471002,0.596209
2010-09-03 15:56:08.150,46.600875,0.434817,25.455007,26.400616,25.770418,24.46778,3.698801
2010-09-03 15:56:08.200,45.014435,0.40782,25.934461,25.698004,25.461428,24.46778,3.750983
2010-09-03 15:56:08.250,43.357012,0.287636,25.388967,24.441342,25.231161,24.46778,1.349218
2010-09-03 15:56:08.300,42.129028,-0.373374,26.410229,25.149025,27.039582,24.464558,4.25575
2010-09-03 15:56:08.350,41.827356,-0.299348,25.379332,24.82677,27.033182,24.464558,0.290851
2010-09-03 15:56:08.400,41.561174,0.016787,25.46785,24.836415,26.728212,24.474223,4.493038
2010-09-03 15:56:08.450,41.117538,0.270218,25.306858,24.20092,26.72501,24.46778,0.871907
2010-09-03 15:56:08.500,40.702294,0.372113,25.31007,25.152238,26.492148,24.471002,4.678544
2010-09-03 15:56:08.550,40.187676,0.414787,25.31007,25.546721,25.783253,24.474223,5.565312
2010-09-03 15:56:08.600,39.893101,0.510585,26.255967,25.862072,27.278575,24.46778,4.436016
2010-09-03 15:56:08.650,39.768883,0.363404,25.5403,25.934461,25.855655,24.471002,3.889673
2010-09-03 15:56:08.700,39.591428,0.254542,25.858863,25.070088,26.331502,24.471002,3.827834
