date,Actuator Z Position,Motor Z Current,Motor Y Temperature,Motor Z Temperature,Nut Y Temperature,Ambient Temperature,Motor Y Voltage
2010-09-03 09:51:41.000,44.851177,0.319859,26.918955,24.791009,27.390546,23.633352,-8.854597
2010-09-03 09:51:41.050,46.710897,0.360791,25.337201,24.152244,26.125533,23.636574,-5.393444
2010-09-03 09:51:41.100,48.907777,0.419141,26.213896,24.715223,28.021799,23.633352,-8.890505
2010-09-03 09:51:41.150,50.888161,0.246704,27.462715,24.705592,26.361779,23.63013,-25.204943
2010-09-03 09:51:41.200,53.067292,0.331181,27.852104,23.832538,28.636303,23.63013,-1.45694
2010-09-03 09:51:41.250,54.816984,0.304183,26.601105,25.340407,26.837116,23.633352,-7.268679
2010-09-03 09:51:41.300,56.112394,0.399111,26.673394,25.018293,26.988001,23.633352,-1.192279
2010-09-03 09:51:41.350,57.212605,0.312021,26.68938,24.006887,26.768048,23.63013,-3.739386
2010-09-03 09:51:41.400,57.830142,-1.630074,28.95917,23.683865,27.861672,23.63013,-1.226676
2010-09-03 09:51:41.450,58.213441,0.228415,26.604303,24.395897,27.31198,23.639796,-2.857087
2010-09-03 09:51:41.500,58.568348,0.286765,26.450098,23.924544,31.695191,23.633352,20.846259
2010-09-03 09:51:41.550,58.327011,-0.145199,26.912564,24.468522,26.204295,23.626909,-2.378856
2010-09-03 09:51:41.600,58.383796,0.146551,25.889171,24.547559,27.776803,23.63013,-2.304511
2010-09-03 09:51:41.650,58.351855,-0.939455,26.991196,24.389472,29.109389,23.63013,22.885111
2010-09-03 09:51:41.700,58.046635,-0.935972,27.063426,24.778169,26.906173,23.633352,-2.442877
2010-09-03 09:51:41.750,57.659787,-0.401242,26.912564,23.677431,29.813383,23.633352,23.163346
2010-09-03 09:51:41.800,57.201958,-0.738279,26.131935,24.395897,25.737937,23.63013,-2.485165
2010-09-03 09:51:41.850,56.903836,-1.070089,26.204295,24.626582,26.440501,23.626909,-2.432333
2010-09-03 09:51:41.900,55.949137,0.315505,26.988001,24.702382,28.479565,23.63013,22.917523
2010-09-03 09:51:41.950,53.794852,0.256284,27.073009,23.997241,25.734734,23.626909,-2.363045
2010-09-03 09:51:42.000,50.888161,0.352953,29.187661,23.994026,27.855293,23.63013,23.428984
2010-09-03 09:51:42.050,47.541382,0.361662,26.604303,25.343613,25.343613,23.63013,-2.364609
2010-09-03 09:51:42.100,44.765999,-2.860645,25.573838,23.835755,26.519211,23.623687,18.636563
2010-09-03 09:51:42.150,44.155557,-2.226636,26.909369,24.22812,28.401177,23.63013,22.439531
2010-09-03 09:51:42.200,43.584154,-1.608302,26.361779,24.705592,27.227014,23.623687,-2.450198
2010-09-03 09:51:42.250,43.097929,-2.008042,26.91576,23.759816,28.172312,23.639796,22.847595
2010-09-03 09:51:42.300,42.725275,-1.360097,26.676591,24.547559,26.046759,23.626909,-2.467725
2010-09-03 09:51:42.350,42.35617,-0.649447,27.619785,24.231333,29.969687,23.63013,22.991927
2010-09-03 09:51:42.400,41.979966,0.355566,26.673394,24.38626,26.673394,23.626909,-2.46772
2010-09-03 09:51:42.450,40.801669,0.295474,26.522409,24.471734,28.721019,23.626909,1.841802
2010-09-03 09:51:42.500,39.765334,-0.41866,26.676591,24.863573,25.258296,23.633352,-2.248973
2010-09-03 09:51:42.550,39.211675,0.040302,26.364978,24.629793,27.387353,23.63013,-2.362512
2010-09-03 09:51:42.600,39.119399,-1.050059,26.286243,25.577042,26.207495,23.636574,-1.014657
2010-09-03 09:51:42.650,39.197479,-0.028499,26.991196,23.914897,27.148421,23.636574,-3.91739
2010-09-03 09:51:42.700,39.499152,0.313763,27.230207,24.234547,26.601105,23.636574,-2.94691
2010-09-03 09:51:42.750,39.878905,0.259767,26.676591,23.598249,27.776803,23.63013,-1.194799
2010-09-03 09:51:42.800,40.386425,0.302441,26.758458,23.918113,27.622976,23.639796,-3.709317
2010-09-03 09:51:42.850,40.918789,-0.932488,25.103654,23.838971,28.250737,23.63013,-1.275538
2010-09-03 09:51:42.900,41.646352,0.358179,26.994391,24.471734,28.407549,23.633352,-1.20663
2010-09-03 09:51:42.950,43.083733,0.314634,26.043557,24.46531,23.911681,23.63013,-24.490549
2010-09-03 09:51:43.000,44.876021,0.292861,26.601105,24.55077,27.779993,23.63013,-1.177337
2010-09-03 09:51:43.050,46.54409,0.327697,26.837116,24.234547,27.936959,23.626909,-10.309964
2010-09-03 09:51:43.100,48.691283,-0.14607,25.655895,24.313622,26.128734,23.633352,-6.724279
2010-09-03 09:51:43.150,50.799435,0.317246,26.597908,24.626582,27.305594,23.633352,-8.37148
2010-09-03 09:51:43.200,52.570422,0.441785,26.4437,24.629793,25.340407,23.63013,-25.277896
2010-09-03 09:51:43.250,53.951011,0.413916,26.676591,24.784589,27.305594,23.636574,-5.944042
2010-09-03 09:51:43.300,55.083164,0.360791,26.833919,24.626582,27.93377,23.633352,-4.133649
2010-09-03 09:51:43.350,55.849763,-0.368148,26.525608,24.553982,28.253924,23.633352,-1.245596
2010-09-03 09:51:43.400,56.453105,0.366017,27.68873,25.327582,26.981611,23.63013,-1.861113
2010-09-03 09:51:43.450,56.605714,-1.429769,29.588366,24.873201,26.922151,23.633352,-2.344354
2010-09-03 09:51:43.500,56.598616,-0.208775,26.837116,25.02471,26.4437,23.636574,-2.359227
2010-09-03 09:51:43.550,56.591518,0.258026,26.131935,24.869992,32.392276,23.633352,19.767584
2010-09-03 09:51:43.600,56.453105,-0.529264,26.286243,24.392685,26.994391,23.63013,-2.39457
2010-09-03 09:51:43.650,56.492144,-0.465689,25.898778,24.478158,26.528806,23.633352,-2.374636
2010-09-03 09:51:43.700,56.130139,-1.75287,27.076204,24.869992,29.819736,23.636574,1.761257
2010-09-03 09:51:43.750,55.895901,-1.082282,26.4437,24.392685,26.4437,23.626909,-2.441133
2010-09-03 09:51:43.800,55.647466,-0.677316,27.936959,24.708803,29.894717,23.633352,23.194991
2010-09-03 09:51:43.850,55.125753,-1.308714,25.889171,23.519053,26.125533,23.633352,-2.461566
2010-09-03 09:51:43.900,54.476274,-1.313069,27.626167,23.604685,26.604303,23.633352,-2.415916
2010-09-03 09:51:43.950,53.784205,-2.013267,27.230207,24.945753,28.56431,23.633352,22.617718
2010-09-03 09:51:44.000,53.0389,-1.914856,26.128734,23.838971,26.04996,23.626909,-2.466602
2010-09-03 09:51:44.050,52.116141,-2.438263,26.837116,24.866782,27.779993,23.63013,22.94791
2010-09-03 09:51:44.100,49.929911,0.361662,27.622976,24.234547,29.738389,23.63013,1.205077
2010-09-03 09:51:44.150,46.753486,0.362533,27.06662,23.674213,27.145227,23.623687,17.652121
2010-09-03 09:51:44.200,43.491878,0.296345,26.994391,24.155458,28.56431,23.626909,23.180183
2010-09-03 09:51:44.250,40.042163,0.275443,26.516013,25.097238,26.909369,23.63013,10.889534
2010-09-03 09:51:44.300,38.21438,-4.004126,26.043557,24.781379,30.669257,23.626909,22.644213
2010-09-03 09:51:44.350,37.941099,-0.796629,26.440501,24.863573,26.755262,23.639796,-2.409491
2010-09-03 09:51:44.400,37.440677,0.42785,27.779993,24.471734,31.143522,23.626909,23.10178
2010-09-03 09:51:44.450,36.290769,0.303312,26.91576,24.392685,26.601105,23.626909,-2.34328
2010-09-03 09:51:44.500,35.155057,0.37908,27.380968,24.46531,28.871313,23.63013,2.973733
2010-09-03 09:51:44.550,34.175505,0.337277,27.230207,24.708803,25.971173,23.63013,-2.345958
2010-09-03 09:51:44.600,33.554412,-0.093816,27.148421,24.073141,28.012235,23.633352,-1.282386
2010-09-03 09:51:44.650,33.820595,-0.514459,26.128734,25.340407,26.04996,23.623687,-11.928801
